Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_synthetic
"Common bean, Solid tan (brown), PI-370569, seeds, raw",9.9,23.6963,1.4416,57.38034941176471,20.5428,13.266194064992382,3.8114964705882346,1.802,53.83141202963251
"Common bean, Solid tan, PI-379435, seeds, raw",10.7,18.0386,1.1609,60.940877058823524,12.5913,15.105739964717005,5.285662647058824,1.6967,41.561435287555284
"Common bean, Beige, PI-414831, seeds, raw",10.1,19.1487,1.1687,60.02916529411765,18.0699,15.225700631383672,5.005075941176471,3.596,46.80974308799673
"Common bean, Light brown with dark stripes, PI-176712, seeds, raw",12.0,19.536,1.056,57.429652823529416,6.864,17.497175960784315,5.115462647058823,2.816,62.455857050717
"Common bean, Brown with purple stripes, PI-177761, seeds, raw",12.4,19.0092,0.9636,57.747821470588235,5.1684,18.131386666666664,5.749374411764705,3.4164,58.63621767026925
"Common bean, Tan with purple speckles, PI-177763, seeds, raw",10.3,21.1692,0.9867,57.67393617647059,5.830500000000001,15.690916247470224,4.817574352941176,3.588,65.88922481508514
"Common bean, Tan with dark speckles, PI-205211, seeds, raw",12.6,19.3154,0.9614,57.19378105882353,7.166799999999999,18.34865929411765,5.242880294117647,3.496,56.93806554453444
"Common bean, Light brown, PI-206003, seeds, raw",7.7,25.4748,1.4768,54.84016252941177,7.2917,11.698834592652773,3.3065705882352945,4.5227,79.13938080122816
"Common bean, Brown, tan and Mahogany, PI-206971, seeds, raw",10.3,17.4018,4.7541,53.49080752941177,13.2756,13.53845968627451,4.972061764705882,1.0764,42.71430649566796
"Common bean, White with purple speckles, PI-206982, seeds, raw",10.8,21.2296,0.9812,57.32112670588236,7.046800000000001,15.727782294117647,4.804974529411765,3.6572,64.54739595259517
"Common bean, Light brown, PI-370581, seeds, raw",10.3,21.7074,0.897,56.92192405882353,9.1494,14.773390423940816,4.762339058823529,3.4983,67.43108736675967
"Common bean, Brown, PI-379433, seeds, raw",12.4,21.1116,0.7884,56.34824094117647,6.7452,17.405257607843136,4.724873941176471,3.8544,64.86534811515313
"Common bean, Solid white, PI-379502, seeds, raw",11.3,21.3767,1.4192,56.23903476470588,18.0948,14.230243647058822,4.446034823529411,3.548,51.35063255851852
"Common bean, Tan, PI-415915, seeds, raw",11.3,21.9089,1.774,56.55705064705882,13.2163,14.886899019607844,4.362445294117647,3.902800000000001,57.897781967932104
"Common bean, Solid white, BBL290, seeds, raw",8.8,25.1712,0.912,55.499760176470595,5.654400000000001,13.034754817522156,3.5962894117647055,4.2864,82.09188146103858
"Common bean, Solid black, PI-189568, seeds, raw",14.8,22.7484,0.9372,54.43633547058823,9.372,15.619783431372548,3.734223823529412,3.9192,67.61135711936556
"Common bean, Tan with purple speckles, PI-193572, seeds, raw",9.3,22.2215,1.995400000000001,58.946431470588244,11.0654,13.433104653227677,3.9263684705882347,1.7233,57.712099128032555
"Common bean, Solid white, PI-206970, seeds, raw",13.6,19.2672,1.2096,57.18615752941176,12.2688,15.605702294117645,4.665954176470587,3.3696,50.8928467468397
"Common bean, Light purple, P1-313667, seeds, raw",10.7,19.3781,1.0716,59.63968411764706,10.8946,16.355094709815045,5.040887705882353,4.0185,55.80189167052761
"Common bean, Dark brown, PI-361321, seeds, raw",10.5,19.4215,0.9845,59.5554605882353,12.2615,15.635784454913084,5.018246529411764,3.401,55.11136307020295
"Common bean, Solid black, PI-368752, seeds, raw",12.2,19.8428,0.878,57.07558811764706,10.7116,16.29629394117647,5.199539294117646,3.8632,55.65029616538515
"Common bean, Light brown, PI-376211, seeds, raw",11.0,24.208,0.89,55.10403929411765,9.434,13.791949352941177,3.8847974117647057,2.047,68.33416999070485
"Common bean, Solid white, PI-379450, seeds, raw",11.7,19.0728,1.5011,58.96491205882353,5.6512,18.248641568627452,5.3632994117647055,1.8543,51.86082870008667
"Common bean, Solid white, P1-379451, seeds, raw",9.6,18.8936,1.0848,60.469758352941184,10.4864,15.691836702200348,4.895976470588235,3.977600000000001,55.94830327572929
"Common bean, Solid white, P1-416289, seeds, raw",11.8,23.7258,2.4696,53.69927652941176,9.4374,14.31536007843137,4.065752176470589,3.4398,68.34677658354305
"Common bean, Solid white, PI-416496, seeds, raw",11.5,19.116,1.1505,58.938404999999996,5.31,17.919229803921567,5.793250882352941,3.717,59.804288733220446
"Common bean, Solid black, PI-416683, seeds, raw",8.6,22.85,1.2796,58.193421176470586,5.6668,12.280267064992382,4.119287882352943,2.285,70.05299052397758
"Kidney bean, Red with irregular strips, var. Pondo-6, seeds, raw",9.698823529411765,20.165,1.295,63.085,6.95889088235294,20.139856462182003,3.7,4.254999999999999,3.443664893341441
"Kidney bean, White, var. Yara-1, seeds, raw",10.136470588235293,20.8992,1.772699999999999,62.511,6.9437082941176484,20.16673213108484,4.198499999999999,3.9186,5.5355542090774925
"Lima bean, Red-brown, var. TPL 88, seeds, raw",10.24843137254902,20.7675,1.1999,61.7487,6.943708294117648,19.865693608694915,4.9842,3.5997,1.2832795012007083
"Lima bean, White grey and black eyed, var. TPL 249, seeds, raw",9.31078431372549,21.9936,2.4128,59.7632,7.561778411764707,20.112342455112884,4.175999999999999,4.4544,3.1744431734230556
"Pigeon pea, Ash grey and light brown-eyed, var. Ex-Ibadan, seeds, raw",10.715882352941177,20.4268,2.5648,60.6392,7.664246411764706,20.217391462182007,4.3968,3.5724,1.3879339929208274
"Pigeon pea, Dark brown and black-eyed, var. TUc 5537-1, seeds, raw",10.11,21.2245,2.244,62.458,7.287307823529411,20.041020012504497,4.114000000000001,3.4595,3.0299039281143116
"Jack bean, White and dark brown-eyed, seeds, raw",10.154117647058824,24.8746,2.245,51.4554,6.609458823529412,15.095157737954924,8.531,2.694,3.5050183144713776
"Moth bean, seeds, whole, raw",10.0,22.7,1.8980531764705884,57.7,8.711420235294117,19.149712482764343,5.1,3.5,0.2725111829330107
"Pigeon pea, seeds, whole, raw",10.0,21.3,1.5396237058823532,54.8,8.220290823529412,18.870013012176113,8.2,4.5,2.562322558098403
"Lupin, seeds, raw",12.27,32.670652,8.264166,46.758300000000006,4.726082352941177,15.88609717647059,8.483491,2.640673,105.8219390056297
"Lupin, seeds, whole, raw",8.32,29.52096000000001,5.454960000000001,42.66913311764706,5.155894117647058,13.751368529411765,14.85216,2.42952,91.32985874245708
"Lupin, seeds, mature, raw",4.9,41.77743,8.33076,35.14292352941177,4.966635294117646,16.85172,5.5302535882352934,3.29997,218.90850846626938
"Lupin, seeds, mature, raw",4.3,41.78262,6.99567,38.21977058823529,4.966635294117647,20.16399,5.5302535882352934,4.08639,233.21978831209918
"Lupin, seeds, mature, raw",6.0,32.6744,5.734,38.055852941176475,5.101929411764706,19.646,4.6418349999999995,3.6096,202.11402700109346
"Lupin, seeds, mature, raw",5.1,40.25658000000001,7.18393,38.2197705882353,5.727658823529411,23.37387,5.5302535882352934,3.45436,244.75183415089634
"Lupin, seeds, mature, raw",4.0,40.2816,6.192,38.2197705882353,6.584529411764706,26.8128,5.248377117647059,2.976,260.62803857432397
"Dolichos bean, 'Kala Urahi', Black, white eye, seeds, raw",10.9,26.4627,1.4256,49.837225352941175,5.142595882352942,13.487942823529412,7.234919999999999,3.2967,87.27973605647519
"Dolichos bean, 'Boga Urahi', Cofee-brown, white eye, seeds, raw",11.16,27.80692,1.3326,49.739024294117655,5.142595882352942,14.918053607843136,8.555292000000001,2.93172,88.89547362474337
"Dolichos bean, 'Rangee Urahi', Reddish brown, white eye, seeds, raw",12.91,24.12393,1.56762,49.14811823529412,8.358892588235294,13.51505782352941,6.636258000000001,2.96106,80.22082259277437
"Dolichos bean, 'Kajala Urahi', Mottled black, white eye, seeds, raw",12.98,19.49248,1.7404,55.21074176470588,6.461120294117647,17.650602352941178,7.283573999999999,3.39378,66.49996808561754
"Dolichos bean, 'Mattar Urahi', Brown, white eye, seeds, raw",13.29,22.97815,1.64749,51.388444588235295,7.95241594117647,14.061786019607844,7.587125000000001,2.94814,75.10986020522398
"Faba bean, 'Kalimattar', black, seeds, raw",10.4,20.3,1.3,55.0,8.685614352941178,18.338052227862384,9.8,3.1,4.006322980234589
"Faba bean, 'White', seeds, raw",10.4,18.5,2.9,58.0,6.378535294117647,20.15403487492121,7.2,3.0,3.8084590272503585
"Rice bean, 'RBL-4', seeds, brown, raw",10.3,15.4284,0.43953,65.7328537647059,5.0232,11.12213188235294,5.9202,3.8571,50.18832005134787
"Rice bean, 'RBL-6', seeds, light brown, raw",10.5,15.752,0.43855,65.03549435294117,4.5645,12.27437894117647,6.7125,3.759,49.4457875481249
"Rice bean, 'RBL-121', seeds, greenish brown, raw",10.4,16.128,0.46592,62.39505023529412,4.8384,12.27437894117647,6.4512,3.9424,51.60075694003248
"Rice bean, 'Beziamah', seeds, light brown, raw",10.6,15.1086,0.41124,66.706886,4.3806,11.122131882352942,5.6322,3.933600000000001,49.49703018165549
"Adzuki bean, whole seeds, raw",12.3,22.1004,0.63144,50.0767,8.270390647058823,17.634385960784314,5.2315991764705885,2.8064,2.8908772140007803
"Rice bean, whole seeds, raw",11.7,23.3995,0.59161,43.7968,8.736533764705882,19.297062019607843,5.087171529411765,3.47902,3.3952618410886535
"Hyacinth bean, whole seeds, raw",11.4,22.0614,2.29474,43.5912,7.8084161176470595,20.332458254901958,4.945525529411763,3.33136,2.020859073372552
"Rice bean, var. RB-4, seeds, raw",10.34,17.2,3.292037176470588,52.892409058823525,5.6,18.827005705882353,6.64,4.4,55.11600689883381
"Rice bean, var. RB-32, seeds, raw",10.36,17.5,3.060662117647059,51.60437164705883,5.6,20.875615470588237,7.72,4.42,56.25060935541751
"Rice bean, var. RB-37, seeds, raw",10.49,18.5,3.5146321176470585,52.62683635294118,4.8,21.3991028627451,7.45,4.18,59.38666062653364
"Rice bean, var. RB-40, seeds, raw",10.6,18.1,2.7786856470588233,53.58973188235295,5.1,20.67557345098039,6.8,4.47,53.866650985429715
"Rice bean, var. RB-53, seeds, raw",10.28,18.1,3.4067368235294118,53.369028941176474,5.0,20.554341129823165,6.84,4.42,59.139500163336514
"Green gram, var. K-851, seeds, raw",10.81,20.6,2.821018882352941,57.15673341176471,5.9,18.110509294117644,4.86,3.36,59.668165994008284
"Black gram, var. MT-9, seeds, raw",11.07,20.2,2.6693704705882353,54.72389776470588,3.3,17.448743274509805,7.19,3.64,62.31551444232202
"Common bean, Sen46, black, seed, raw",11.57,21.57692,0.6632250000000001,57.412618,5.376544,21.178985,4.726445117647059,3.669845000000001,172.17498898366821
"Common bean, INTA Linea 628-08, bright red, seed, raw",12.96,20.28032,0.7398399999999999,58.60582876470588,4.804607999999999,20.619776,5.060423941176471,4.056063999999999,166.51439587258784
"Common bean, INTA Linea 628-09, dark red, seed, raw",13.51,19.20078,0.8821979999999999,58.71399158823529,5.639147999999999,20.281905,5.011041588235294,4.142871,160.505627517088
"Common bean, INTA Rojo, non uniform red, seed, raw",13.29,20.37685,0.919126,57.934722882352936,6.581289000000001,22.076366,4.752960705882352,3.884608000000001,170.7383375077201
"Common bean, 'Mexican 142', seed, raw",10.7,27.5,2.5,50.9,5.807070588235295,14.43266643137255,4.6,3.8,3.6054889513627337
"Common bean, 'Red Kidney', seed, raw",13.0,25.3,2.0,53.2,8.752326117647058,14.285197843137254,3.3,3.3,1.5628829185967503
"Common bean, 'Rosecoco', seed, raw",11.5,28.0,2.7,50.6,5.807070588235295,14.432666431372548,4.1,3.2,5.2379142139957775
"Common bean, 'Red Haricot', seed, raw",11.6,27.1,2.8,50.4,5.807070588235295,14.43266643137255,4.1,4.1,2.006032393450365
"Common bean, Mwitemania, seed, raw",10.8,30.2,1.9,48.7,5.842364705882353,14.082916352941176,4.3,4.3,0.08752625664451008
"African Yam bean, seed, raw",9.27,23.53,1.51,60.16,6.94884705882353,18.3639803002865,2.27,3.27,3.7334062975473463
"Lima bean, seed, raw",9.32,24.46,5.93,54.43,5.062782352941177,16.274385764705883,2.51,3.37,3.6541781330401815
"Lima bean, var. Ukpa, seed, raw",2.7,23.17,0.21,54.55861176470589,4.48,18.4,3.6469635294117646,2.78,163.20751257655746
"Pigeon pea, seed, raw",9.7,22.04,2.7,62.06,8.23229411764706,19.314418365117287,2.2,1.3,0.6073007275025075
"Bambara groundnut, seed, raw",14.03,22.06,2.02,55.63,8.327840529411764,18.009397784313727,2.31,3.97,1.155517445282321
"Lima bean, seed, raw",14.02,25.01,3.05,51.64,9.285284764705883,13.777653313725489,1.98,4.31,2.3847718259427912
"Pigeon pea, seed, raw",15.13,25.98,1.91,48.31,8.614920058823529,14.676336607843139,4.62,4.06,0.06272802776844522
"Pigeon pea, seed, raw",13.99,26.06,2.36,49.4,8.795531352941179,14.418903313725489,4.06,4.14,6.7571401537566045
"Lentil, Brown, seed, raw",10.7,22.88759,1.9646,43.4891,4.473929999999999,18.34507623529412,5.397161294117647,2.47361,2.4882353284031864
"Lentil, Red, Sazak 91, seed, raw",11.0,24.7865,0.9434,52.32862005882354,5.174854705882352,13.487942823529412,4.0139,3.0438,81.80664114967023
"Lentil, Green, Kayı 91, seed, raw",10.6,24.71016,0.67944,53.105259411764706,5.221454705882353,13.487942823529412,3.3972,1.90422,76.58293329246501
"Lentil, Red, Kafkas, seed, raw",9.4,24.76098,0.91506,52.42507505882353,5.095237058823529,13.487942823529412,5.435999999999999,2.7633,77.8286757689496
"Lentil, Red, Çiftçi, seed, raw",8.9,24.6881,1.05676,55.03863035294118,5.095237058823529,13.487942823529412,4.035729999999999,2.16818,76.66526637558023
"Lentil, Red, Özbek, seed, raw",8.9,24.76098,0.98388,53.279280941176474,5.09523705882353,13.603562999999998,5.465999999999999,2.769439999999999,81.17916440773244
"Lentil, Red, Fırat 87, seed, raw",7.2,24.74048,0.86304,54.864178,5.171707647058823,13.651625641051568,4.890559999999999,2.24576,82.04911602025923
"Lentil, Red, Cagıl, seed, raw",8.0,24.6836,1.2604,54.31744564705883,5.095237058823529,13.468513705882351,4.7932,2.5852,80.43023422421834
"Lentil, Red, Seyran 96, seed, raw",7.5,24.7715,1.332,55.23895741176471,5.171707647058823,13.216151235294118,4.4215,2.3495,81.4455582943372
"Lentil, Red, Altıntoprak, seed, raw",8.1,24.79462,1.13956,55.23871476470589,5.095237058823529,13.603563,4.4112,2.86728,81.37358508295966
"Lentil, Red, Local red, seed, raw",8.3,24.79568,1.06372,54.36126770588236,5.095237058823529,13.603563,4.493300000000001,2.90689,83.13374807844909
"Chickpea, var. Kabuli, seed, raw",7.69,21.07,5.94,51.829378,3.76855294117647,19.47876470588235,6.56,2.7,71.42156271317572
"Mung bean, var. KM-1, seed, raw",10.5,21.0325,1.60205,58.77503429411765,8.679984941176471,16.49635288235294,4.3139,3.28465,65.29335763441928
"Chickpea, var. Lawaghar, seed, raw",9.0,16.198,5.278,54.41411764705883,5.040764705882354,17.73171376470588,5.896800000000001,1.6653,49.335953718992634
"Chickpea, 'Sultano', seed, raw",9.77,19.33,4.69,57.98,4.597741176470588,18.17968020001112,5.1,3.13,1.808141470879371
"Chickpea, 'Cairo', seed, raw",10.19,20.51,4.04,57.29,6.407435294117647,19.543049365117284,5.08,2.89,0.9253396568478023
"Chickpea, 'Vulcano', seed, raw",9.36,20.54,5.6,56.79,3.565294117647059,18.177030639627088,4.93,2.78,3.0358490825261235
"Chickpea, 'Etna', seed, raw",10.01,20.34,6.01,54.72,4.351505882352941,17.811506392156865,5.71,3.21,0.41781991016563136
"Chickpea, 'Principe', seed, raw",9.83,17.51,4.23,59.92,6.470188235294118,18.773673847069944,5.47,3.04,2.9711640934327805
"Chickpea, 'Molian', seed, raw",9.91,23.53,4.4,54.15,5.876394117647059,16.162312725490192,5.04,2.97,0.1952957973181022
"Chickpea, 'PA 21', seed, raw",10.15,20.74,6.19,55.4,3.3670588235294114,17.833467176470588,4.8,2.72,0.024151981193634153
"Chickpea, 'PA 3', seed, raw",10.11,18.96,5.5,56.68,4.543858823529412,17.77703063962709,6.01,2.74,2.230143768550004
"Chickpea, 'PA 34', seed, raw",10.24,20.61,5.95,55.13,4.237976470588235,17.811506392156865,5.12,2.95,1.2833044478091291
"Chickpea, 'Ares', seed, raw",9.83,20.56,4.7,56.81,4.128,18.816970933744734,4.87,3.23,1.7650002345093614
"Chickpea, 'Corlian', seed, raw",10.43,20.26,5.67,55.61,4.543858823529412,17.811506392156865,5.11,2.92,3.5284662937007854
"Chickpea, 'Visir', seed, raw",9.99,15.22,5.28,62.13,5.355505882352941,16.874715588235293,4.65,2.73,5.12469338649259
"Chickpea, 'Cancellara', seed, raw",9.56,19.61,5.24,56.83,4.327976470588235,17.777030639627093,6.02,2.74,1.4871351623399875
"Chickpea, 'Krema', seed, raw",9.77,17.96,4.95,59.08,4.543858823529412,18.37945731765818,5.34,2.9,0.5536884230201538
"Chickpea, 'Nero', seed, raw",9.86,18.92,4.55,57.72,4.543858823529412,18.17968020001112,5.67,3.28,2.8150731158269906
"Chickpea, Desi, var. CM 72, seed, raw",7.6,22.5,2.05,50.25020564705883,5.0,13.12297133154098,13.2,3.1,67.72007266648392
"Chickpea, Desi, var. Bittal 98, seed, raw",6.7,22.25,2.07,47.79130094117647,5.1,12.84608510307955,13.7,3.22,68.58087596243367
"Chickpea, Desi, var. Punjab 2000, seed, raw",6.3,22.19,2.1,46.86219505882353,5.0,12.84608510307955,14.1,3.15,67.05819290386367
"Chickpea, Kabuli, seed, raw",13.4,20.0,13.5,52.320776941176476,3.658823529411765,19.834432058823527,6.4,3.5,69.7524085919556
"Bambara nut, KARI/BN/  BK- 3, seed, raw",11.22,16.06,6.24,34.3,6.3617,28.9,5.114126352941177,3.21,4.1087401350019555
"Bambara nut, KARI/BN/ 4, seed, raw",9.33,19.2,6.27,32.0,7.348470588235294,29.5,6.019688529411765,3.74,7.216534919820774
"Bambara nut, KARI/BN/ 13, seed, raw",8.88,19.34,6.84,31.2,6.919017647058824,30.4,6.397125352941177,3.41,6.475228471714701
"Bambara nut, KARI/BN/ 21, seed, raw",8.67,17.7,7.27,38.3,4.257388235294118,24.0,4.783101647058824,3.93,6.325899130570591
"Cowpea, L25, raw",11.388235294117647,19.43688,2.041764,51.427488,8.123094117647058,12.607224,6.348754764705881,3.646644,4.0902473857247195
"Cowpea, IT84E/108, raw",10.215294117647058,23.7299,1.606525,47.253375,8.781741176470588,13.130425,6.5644887647058825,4.029775,2.770114691945766
"Cowpea, IFE BIMPE, raw",10.909411764705885,23.242187,1.651865,51.60962000000001,8.951482352941175,9.10758,6.902634529411764,3.678748000000001,3.031598677176483
"Cowpea, IT85F/3106, raw",10.443529411764708,23.43967600000001,1.678088,50.369418,9.547452941176472,10.336308,6.55806394117647,3.427584,1.3946100231942102
"Cowpea, H 113-4, raw",11.221176470588235,18.496192,2.173392,54.52262399999999,7.910647058823529,10.670192,5.9674055294117645,3.5776,1.7880164067113986
"Cowpea, K59, raw",10.368235294117646,20.761345,1.958955,52.58765500000001,8.263429411764706,10.93079,6.809916823529412,3.211255,2.7990467916803974
"Cowpea, IFH 101, raw",9.854705882352944,25.331988,1.303196,47.7541,8.345341176470589,11.541318,5.070361647058824,3.338324000000001,0.9759003296372719
"Cowpea, IT 81D-975, raw",10.498235294117647,21.121384,1.563216,54.12860000000001,7.8848705882352945,9.56796,7.227460235294118,3.45884,2.937543512870432
"Cowpea, TVx 3236, raw",10.457647058823529,22.608025,1.23855,53.230725,9.361223529411765,9.53145,6.672671294117648,3.14125,3.2888490484595803
"Cowpea, 12 AK, raw",9.87764705882353,21.29792,1.39776,51.27807999999999,8.063882352941176,12.12288,6.410740117647059,3.50336,1.7748329629524449
"Cowpea, IT 83s -797, raw",10.09705882352941,21.447458,1.401853,50.868513,7.907482352941177,12.304162,6.682141176470587,3.348375,1.994686318724312
"Cowpea, MP BROWN, raw",10.84294117647059,22.3575,1.690227,50.86778400000001,8.499882352941176,10.516968,6.183886588235294,3.988578,4.852263534660192
"Cowpea, IFE BROWN, raw",10.809411764705883,23.74416,1.870752,51.283788,9.273823529411766,9.326778,6.602929941176471,3.723516,2.320879814226378
"Common bean, Carioca, seeds, raw",13.99666666666667,19.98188405797102,1.256666666666667,57.934722882352936,7.235291529411765,18.42,4.594297470588235,3.543333333333333,158.16704302154326
"Common bean, Jalo, seeds, raw",13.53333333333333,20.10416666666667,0.9466666666666668,57.934722882352936,8.32434705882353,30.32,4.699012176470588,3.936666666666667,220.63355379337682
"Common bean, Black, seeds, raw",14.87666666666666,21.34420289855072,1.24,58.537535294117646,8.304875823529411,21.83333333333333,4.264763470588235,3.786666666666666,177.50015196326788
"Common bean, Rajado, seeds, raw",14.96333333333333,17.27083333333333,1.17,58.90833635294118,7.584067352941177,24.00666666666667,5.245827764705883,3.666666666666667,180.07738533970627
"Common bean, Rosinha, seeds, raw",11.95333333333333,20.91666666666667,1.33,57.798576999999995,7.268856,20.62666666666667,4.942088705882353,3.576666666666666,173.9962794217774
"Common bean, Roxo, seeds, raw",12.63666666666666,22.16666666666667,1.236666666666667,56.42321994117647,8.445501764705881,33.84333333333333,4.238365176470587,3.973333333333333,245.47465339817037
"White lupin, fruits, seeds, raw",74.79,14.28666666666667,2.2068270588235293,0.18,15.072158823529412,8.176666666666668,3.0917511764705883,0.4599999999999999,71.86677296059496
"Cowpea, legume, fresh, raw",88.64666666666666,3.23,0.6774529411764706,3.686666666666667,4.0976,3.306666666666666,1.5647058823529412,0.66,7.777196056030316
"Marula, nut, raw",4.0,28.3,1.6456757647058826,3.7,5.179741176470587,17.23718657713146,2.9,3.8,17.56887883488664
"Baobab, dead-rat tree/ monkey-bread tree/ upside-down tree/ cream of tartar tree, fruit flesh, raw
",8.1,33.7,30.6,4.8,2.8705882352941177,17.286364705882352,16.9,5.9,19.520018388858166
"Nut, raw",1.9,26.3,1.2540666470588235,1.0,4.825358823529412,17.6441845531521,2.6,2.3,43.932513102157195
"Mobola Plum, nut, raw",2.6,28.7,1.6456757647058824,3.7,4.8273882352941175,17.499320247041307,4.3,2.7,21.43293359054973
"Nara, nut, raw",5.3,30.7,1.620444705882353,2.3,5.834682352941177,17.22138992305699,1.3,3.4,28.33803803698054
"Tsama melon, seed without testa, raw",5.7,17.9,20.2,12.5,3.757058823529412,16.442529411764706,6.558823529411765,1.9,6.467382546911284
"Oyster nut, seed without testa, raw",2.8,22.9,1.2063158235294118,6.4,4.531829411764706,17.868359411637623,3.5,2.8,13.242481697691328
"Mongongo fruit/ mongongo nut/ manketti nut, raw",4.2,26.3,1.3561950588235292,4.6,4.825358823529411,17.82653749432857,2.7,4.1,13.52033958110294
"Apple-ring Acacia/ Ana Tree/ Winter Thorn, seed without testa, raw",6.5,24.8,2.2,55.8,5.616147058823529,15.386478011433132,6.8,3.9,1.260605230242275
"Camel Thorn/ Giraffe Thorn, seed without testa, raw",8.0,25.8,4.6,46.0,4.717241176470588,15.744153170463331,11.4,4.2,1.348183284536303
"Seed without testa, Bauhinia petersiana, raw",6.8,22.9,13.1,40.2,2.2588235294117647,18.62376470588235,12.9,4.1,1.4514518727678352
"African Rosewood/ False Mopane/ Rhodesian Copalwood, seed without testa, raw",9.1,14.3,8.0,62.3,4.775429411764706,16.475146960784315,4.4,1.9,6.166155179489545
"Hyacinth bean/ Indian bean/ Egyptian bean, seed without testa, raw",9.9,19.7,1.0,58.2,7.065205882352941,21.876749219618965,7.8,3.4,3.352053611482935
"Camel-foot, seed without testa, raw",9.9,22.7,2.7,53.4,8.55847905882353,15.190899176470586,7.9,3.4,4.19419451147285
"Karoo boer-bean, seed without testa, raw",8.0,11.6,2.6,62.7,8.671788235294118,9.94432151819956,13.0,2.5,0.6604351610275557
"Morama bean, seed without testa, raw",3.7,32.9,5.57974305882353,20.5,5.46444705882353,15.899371999999998,2.1,3.0,2.8140709473599044
"Creeping bauhinia/ Marama bean/ Tamani berry, seed without testa, raw",9.2,22.0,14.2,32.9,2.2588235294117647,19.742941176470588,18.2,3.5,3.7194465029894186
"Bambara groundnut, seed without testa, raw",7.3,18.4,6.9,59.5,4.292682352941178,18.168000055141523,4.3,3.6,1.1448249438485092
"Mashatu tree/ Nyala tree, seed without testa, raw",9.0,11.2,16.3,55.3,3.6470588235294117,18.190699901960787,5.9,2.3,0.8803045067644693
"Natal Mahogany, seed without testa, raw",49.0,4.9,27.8,14.0,32.06470588235294,8.428627450980391,2.5,1.8,1.751127539539124
"Common signal grass, seed without testa, raw",5.8,8.1,1.9,42.2,11.473135294117649,13.056578621862947,3.336265176470588,7.6,1.120850482545667
"Egyptian crowfoot grass, seed without testa, raw",7.5,9.8,1.8,59.6,11.15004117647059,10.519915406176672,17.0,4.3,2.1877610067125306
"Finger millet, seed without testa, raw",9.2,6.2,1.5,75.1,13.472517647058824,2.334731176470588,2.9,5.1,2.3157596164943355
"African bristlegrass, seed without testa, raw",5.0,11.1,2.1,41.3,8.673405882352942,16.279995111896213,4.932688941176472,10.6,0.9040284882330343
"Foxtail bristlegrass, seed without testa, raw",8.4,14.3,4.8,61.3,6.1760294117647065,16.15653389827878,8.1,3.1,2.9089705200565565
"Seed without testa, raw",8.0,16.6,3.237459588235294,37.1,6.9123,18.995505761023875,1.5,3.2,1.2638833666980702
"Lowveld Chestnut, seed without testa, raw",15.1,16.2,18.5,45.3,3.735294117647059,19.211764705882356,1.2,3.7,1.814482374687691
"Giant White Bird of Paradise/ Wild Banana, seed without testa, raw",1.9,3.6,3.251744117647059,10.5,12.356570588235295,7.863402002655384,17.8,0.5,1.36798118819557
"Baobab, seed, raw",4.3,18.4,2.0139915294117645,45.1,5.504741176470588,18.203838010720567,16.2,3.8,1.1675014470547656
"Baobab, seed flour, raw",4.8,34.5576,7.756574588235293,28.832261764705883,10.7,13.4232,5.7337467647058835,8.6632,178.8516278061843
"Sour sop, seed flour, raw",8.5,2.4,20.5,47.1,7.473494117647058,15.017324725490196,8.0,3.7907350196078426,1.0016146572335392
"Back velvet tamarind, seed, raw",5.9,15.7,5.4,64.0,5.71035294117647,17.607452182459618,6.6,2.5,2.160948613331743
"Leaf, raw",83.0,2.4,0.3,10.8,6.953694117647059,4.421035294117647,1.7,1.8,1.5344482402476451
"Leaf, Amaranthus hybridus vaRaphionacme hybridus, raw",84.9,3.5,0.3,6.9,6.212382352941177,4.578801960784313,1.5,2.0,1.7726432262499205
"Slim amaranth, leaf, raw",84.9,3.4,0.2,5.0,5.469352941176472,5.019313725490196,2.4,4.1,5.195750373595759
"Spiny amaranth/ prickly amaranth/ thorny amaranth, leaf, raw",84.9,5.0,0.2,3.5,5.023882352941176,4.357549019607842,1.3,5.1,3.7623629607052793
"Thunberg's amaranth, leaf,  raw",84.9,4.0,0.2,3.7,5.469352941176471,4.479723529411764,2.6,4.7,2.5424832965753685
"Karee, leaf, raw",86.4,1.8,0.3,8.7,6.491558823529411,2.807331372549019,1.7,1.1,3.3892233658402446
"Indian Pennywort/ Pennywort, leaf, raw",81.5,3.2,1.3,8.3,6.502747058823529,5.9388313725490205,2.4,3.3,2.214088551824049
"Leaf, raw",85.6,3.8,0.8,5.5,5.1059117647058825,3.870605882352941,2.0,2.3,2.3545442027866175
"African heart-vine, leaf, raw",85.0,3.5,0.5,6.7,6.212382352941177,4.64311568627451,2.0,2.2,4.89835820980088
"Spanish needle, leaf, raw",84.8,3.4,0.4,7.1,6.212382352941177,4.685647058823529,1.7,2.6,4.921788250586307
"Flax-leaf fleabane/ Wavy-leaf fleabane, leaf, raw",79.4,3.2,0.2,10.4,9.063982352941178,5.122223529411764,3.3,3.5,0.7018687993036914
"Guasca/ Mielcilla/ Galinsoga/ gallant soldier, leaf, raw",88.4,3.2,0.4,5.2,4.795841176470589,2.8416450980392156,1.1,1.7,3.868322293656995
